"S_ID","PREF_CLASS_YEAR","BUS_EMPLOYER_NAME1","BUS_JOB_TITLE","BUS_FIELD_OF_WORK_CODE","BUS_FIELD_OF_WORK_DESC","BUS_STATE","BUS_DATE_MODIFIED"
"S207456","2011","Mass. Col.of Pharmacy & Health Sci.","Doctor of Pharmacy Student","1230","Graduate Studies"," ",16-AUG-12
"S207457","2011"," "," "," "," "," ",
"S207458","2011"," "," "," "," "," ",
"S207459","2011","Panera"," "," "," "," ",07-DEC-12
"S207460","2011"," "," "," "," "," ",
"S207461","2011"," "," "," "," "," ",
"S207465","2011"," "," "," "," "," ",
"S207468","2011"," "," "," "," "," ",
"S207469","2011","Chicago Public Radio","Production Intern","1610","Other"," ",11-APR-12
"S207470","2011"," "," "," "," "," ",
"S207471","2011","Johns Hopkins University","Graduate Student","1230","Graduate Studies"," ",13-NOV-12
"S207472","2011"," "," "," "," "," ",
"S207474","2011"," "," "," "," "," ",
"S207475","2011"," "," "," "," "," ",
"S207477","2011","University of Notre Dame","Graduate Student-Law","1230","Graduate Studies"," ",02-NOV-12
"S207478","2011"," "," "," "," "," ",
"S207479","2011","Girls on the Run","Program Coordinator","1425","Non-Profit Adminstration","VA",20-OCT-11
"S207480","2011","Fulbright","English Teacher","1140","Education (Secondary)"," ",14-JUL-11
"S207481","2011"," "," "," "," "," ",
"S207482","2011"," "," "," "," "," ",
"S207496","2011","Arizona Diamondbacks","Videographer","1610","Other","IN",31-JUL-12
"S207500","2011","Self Employed","Freelance Film Writer/Director","1050","Arts"," ",31-OCT-11
"S208475","2011"," "," "," "," "," ",
"S208476","2011"," "," "," "," "," ",
"S208477","2011"," "," "," "," "," ",
"S206445","2012"," "," "," "," "," ",
"S207030","2012"," "," "," "," "," ",
"S207064","2012"," "," "," "," "," ",
"S207132","2012"," "," "," "," "," ",
"S207148","2012"," "," "," "," "," ",
"S207158","2012"," "," "," "," "," ",
"S207195","2012","Archbishop Carroll High School","Latin Teacher","1140","Education (Secondary)"," ",24-SEP-12
"S207219","2012"," "," "," "," "," ",
"S207230","2012"," "," "," "," "," ",
"S207231","2012"," "," "," "," "," ",
"S207250","2012"," "," "," "," "," ",
"S207254","2012","Vittana","Fellow","1290","International"," ",27-JUN-12
"S207296","2012"," "," "," "," "," ",
"S207354","2012"," "," "," "," "," ",
"S207359","2012"," "," "," "," "," ",
"S207385","2012"," "," "," "," "," ",
"S207407","2012"," "," "," "," "," ",
"S207426","2012"," "," "," "," "," ",
"S207464","2012"," "," "," "," "," ",
"S208001","2012"," "," "," "," "," ",
"S208003","2012"," "," "," "," "," ",
"S208004","2012"," "," "," "," "," ",
"S208005","2012"," "," "," "," "," ",
"S208006","2012"," "," "," "," "," ",
"S208007","2012"," "," "," "," "," ",
"S208008","2012"," "," "," "," "," ",
"S208009","2012"," "," "," "," "," ",
"S208010","2012"," "," "," "," "," ",
"S208012","2012"," "," "," "," "," ",
"S208013","2012"," "," "," "," "," ",
"S208014","2012"," "," "," "," "," ",
"S208015","2012"," "," "," "," "," ",
"S208018","2012"," "," "," "," "," ",
"S208019","2012"," "," "," "," "," ",
"S208020","2012"," "," "," "," "," ",
"S208021","2012","McBride & Associates Architects","Administrative Assistant","1610","Other","NY",03-DEC-12
"S208022","2012"," "," "," "," "," ",
"S208023","2012"," "," "," "," "," ",
"S208024","2012"," "," "," "," "," ",
"S208025","2012"," "," "," "," "," ",
"S208026","2012","City Year Columbus","Corps Member","1140","Education (Secondary)"," ",01-OCT-12
"S208028","2012"," "," "," "," "," ",
"S208029","2012"," "," "," "," "," ",
"S208030","2012"," "," "," "," "," ",
"S208031","2012"," "," "," "," "," ",
"S208032","2012"," "," "," "," "," ",
"S208033","2012"," "," "," "," "," ",
"S208034","2012"," "," "," "," "," ",
"S208035","2012"," "," "," "," "," ",
"S208037","2012"," "," "," "," "," ",
"S208038","2012"," "," "," "," "," ",
"S208039","2012"," "," "," "," "," ",
"S208040","2012"," "," "," "," "," ",
"S208041","2012"," "," "," "," "," ",
"S208042","2012"," "," "," "," "," ",
"S208043","2012"," "," "," "," "," ",
"S208045","2012"," "," "," "," "," ",
"S208046","2012","The Bronxville Field Club","Head Swim Coach","1540","Sports","NY",18-SEP-12
"S208049","2012"," "," "," "," "," ",
"S208050","2012"," "," "," "," "," ",
"S208051","2012"," "," "," "," "," ",
"S208052","2012"," "," "," "," "," ",
"S208053","2012"," "," "," "," "," ",
"S208055","2012"," "," "," "," "," ",
"S208056","2012"," "," "," "," "," ",
"S208057","2012"," "," "," "," "," ",
"S208058","2012"," "," "," "," "," ",
"S208059","2012"," "," "," "," "," ",
"S208061","2012"," "," "," "," "," ",
"S208063","2012"," "," "," "," "," ",
"S208064","2012"," "," "," "," "," ",
"S208065","2012"," "," "," "," "," ",
"S208066","2012"," "," "," "," "," ",
"S208067","2012"," "," "," "," "," ",
"S208068","2012"," "," "," "," "," ",
"S208069","2012","Johns Hopkins University","Assistant Swim Coach","1540","Sports","MD",31-JUL-12
"S208071","2012"," "," "," "," "," ",
"S208074","2012"," "," "," "," "," ",
"S208075","2012"," "," "," "," "," ",
"S208077","2012"," "," "," "," "," ",
"S208078","2012"," "," "," "," "," ",
"S208080","2012"," "," "," "," "," ",
"S208081","2012"," "," "," "," "," ",
"S208082","2012"," "," "," "," "," ",
"S208083","2012"," "," "," "," "," ",
"S208084","2012"," "," "," "," "," ",
"S208085","2012"," "," "," "," "," ",
"S208086","2012"," "," "," "," "," ",
"S208087","2012"," "," "," "," "," ",
"S208088","2012"," "," "," "," "," ",
"S208092","2012","Neat-Oh! International LLC","Sales and Marketing Specialist","1510","Sales","IL",17-AUG-12
"S208094","2012"," "," "," "," "," ",
"S208095","2012"," "," "," "," "," ",
"S208096","2012"," "," "," "," "," ",
"S208098","2012"," "," "," "," "," ",
"S208099","2012"," "," "," "," "," ",
"S208100","2012"," "," "," "," "," ",
"S208101","2012"," "," "," "," "," ",
"S208102","2012"," "," "," "," "," ",
"S208103","2012"," "," "," "," "," ",
"S208104","2012"," "," "," "," "," ",
"S208105","2012"," "," "," "," "," ",
"S208106","2012"," "," "," "," "," ",
"S208107","2012"," "," "," "," "," ",
"S208108","2012"," "," "," "," "," ",
"S208109","2012"," "," "," "," "," ",
"S208110","2012"," "," "," "," "," ",
"S208111","2012"," "," "," "," "," ",
"S208114","2012"," "," "," "," "," ",
"S208115","2012"," "," "," "," "," ",
"S208116","2012"," "," "," "," "," ",
"S208117","2012"," "," "," "," "," ",
"S208118","2012","Fulbright","Fellow","1610","Other"," ",26-NOV-12
"S208119","2012"," "," "," "," "," ",
"S208120","2012"," "," "," "," "," ",
"S208121","2012"," "," "," "," "," ",
"S208122","2012"," "," "," "," "," ",
"S208123","2012"," "," "," "," "," ",
"S208125","2012"," "," "," "," "," ",
"S208127","2012"," "," "," "," "," ",
"S208128","2012"," "," "," "," "," ",
"S208129","2012"," "," "," "," "," ",
"S208130","2012"," "," "," "," "," ",
"S208131","2012"," "," "," "," "," ",
"S208132","2012"," "," "," "," "," ",
"S208133","2012"," "," "," "," "," ",
"S208135","2012"," "," "," "," "," ",
"S208136","2012"," "," "," "," "," ",
"S208137","2012"," "," "," "," "," ",
"S208138","2012"," "," "," "," "," ",
"S208139","2012"," "," "," "," "," ",
"S208140","2012"," "," "," "," "," ",
"S208141","2012"," "," "," "," "," ",
"S208142","2012"," "," "," "," "," ",
"S208143","2012"," "," "," "," "," ",
"S208144","2012"," "," "," "," "," ",
"S208145","2012"," "," "," "," "," ",
"S208146","2012"," "," "," "," "," ",
"S208147","2012"," "," "," "," "," ",
"S208150","2012"," "," "," "," "," ",
"S208151","2012"," "," "," "," "," ",
"S208152","2012","Teach For America","2012 Corps Member","1130","Education (Elementary)","TX",25-JUL-12
"S208154","2012"," "," "," "," "," ",
"S208155","2012"," "," "," "," "," ",
"S208158","2012"," "," "," "," "," ",
"S208159","2012"," "," "," "," "," ",
"S208160","2012","Univ. of North Carolina-Chapel Hill","Graduate Student-Library Science","1230","Graduate Studies"," ",20-SEP-12
"S208161","2012","Wabash College","Admissions Counselor","1150","Education (Higher Education)","IN",07-AUG-12
"S208163","2012"," "," "," "," "," ",
"S208164","2012"," "," "," "," "," ",
"S208165","2012"," "," "," "," "," ",
"S208166","2012"," "," "," "," "," ",
"S208167","2012"," "," "," "," "," ",
"S208168","2012"," "," "," "," "," ",
"S208169","2012","Summit Financial Strategies","Intern","1200","Finance","OH",10-JUL-12
"S208170","2012"," "," "," "," "," ",
"S208171","2012"," "," "," "," "," ",
"S208172","2012"," "," "," "," "," ",
"S208173","2012"," "," "," "," "," ",
"S208174","2012"," "," "," "," "," ",
"S208175","2012"," "," "," "," "," ",
"S208177","2012"," "," "," "," "," ",
"S208178","2012"," "," "," "," "," ",
"S208179","2012"," "," "," "," "," ",
"S208180","2012"," "," "," "," "," ",
"S208181","2012"," "," "," "," "," ",
"S208182","2012"," "," "," "," "," ",
"S208183","2012"," "," "," "," "," ",
"S208184","2012"," "," "," "," "," ",
"S208186","2012"," "," "," "," "," ",
"S208187","2012"," "," "," "," "," ",
"S208189","2012"," "," "," "," "," ",
"S208190","2012"," "," "," "," "," ",
"S208191","2012"," "," "," "," "," ",
"S208192","2012"," "," "," "," "," ",
"S208193","2012"," "," "," "," "," ",
"S208194","2012"," "," "," "," "," ",
"S208195","2012","Rovi Corporation","Spanish Scheduling Reporter","1180","Entertainment","PA",27-JUL-12
"S208196","2012"," "," "," "," "," ",
"S208197","2012"," "," "," "," "," ",
"S208198","2012"," "," "," "," "," ",
"S208199","2012","Covington and Burling LLP","Paralegal/Legal Assistant","1320","Law"," ",05-JUL-12
"S208200","2012"," "," "," "," "," ",
"S208204","2012"," "," "," "," "," ",
"S208205","2012"," "," "," "," "," ",
"S208206","2012","Peace Corps","Community Health Eduation","1250","Health Care"," ",06-JUL-12
"S208207","2012"," "," "," "," "," ",
"S208209","2012","Fulbright","Fellow","1610","Other"," ",26-NOV-12
"S208210","2012"," "," "," "," "," ",
"S208212","2012"," "," "," "," "," ",
"S208213","2012"," "," "," "," "," ",
"S208214","2012"," "," "," "," "," ",
"S208215","2012"," "," "," "," "," ",
"S208216","2012"," "," "," "," "," ",
"S208217","2012","Fulbright","Fellow","1610","Other"," ",26-NOV-12
"S208218","2012"," "," "," "," "," ",
"S208219","2012"," "," "," "," "," ",
"S208220","2012"," "," "," "," "," ",
"S208221","2012","University of Oregon School of Law","Graduate Student","1230","Graduate Studies"," ",30-JUL-12
"S208222","2012"," "," "," "," "," ",
"S208224","2012"," "," "," "," "," ",
"S208225","2012"," "," "," "," "," ",
"S208228","2012"," "," "," "," "," ",
"S208229","2012"," "," "," "," "," ",
"S208230","2012"," "," "," "," "," ",
"S208231","2012"," "," "," "," "," ",
"S208233","2012"," "," "," "," "," ",
"S208234","2012"," "," "," "," "," ",
"S208235","2012"," "," "," "," "," ",
"S208236","2012"," "," "," "," "," ",
"S208237","2012"," "," "," "," "," ",
"S208238","2012"," "," "," "," "," ",
"S208239","2012"," "," "," "," "," ",
"S208240","2012"," "," "," "," "," ",
"S208241","2012"," "," "," "," "," ",
"S208242","2012"," "," "," "," "," ",
"S208244","2012"," "," "," "," "," ",
"S208245","2012"," "," "," "," "," ",
"S208246","2012"," "," "," "," "," ",
"S208247","2012"," "," "," "," "," ",
"S208248","2012"," "," "," "," "," ",
"S208249","2012","Manchester Essex Reg. High School","Freshman Football Coach","1540","Sports","MA",11-SEP-12
"S208250","2012"," "," "," "," "," ",
"S208251","2012"," "," "," "," "," ",
"S208252","2012"," "," "," "," "," ",
"S208253","2012"," "," "," "," "," ",
"S208254","2012"," "," "," "," "," ",
"S208255","2012"," "," "," "," "," ",
"S208256","2012"," "," "," "," "," ",
"S208258","2012"," "," "," "," "," ",
"S208260","2012"," "," "," "," "," ",
"S208261","2012"," "," "," "," "," ",
"S208262","2012","Morningstar, Inc.","Data Analyst","1200","Finance","IL",01-NOV-12
"S208263","2012"," "," "," "," "," ",
"S208264","2012"," "," "," "," "," ",
"S208265","2012"," "," "," "," "," ",
"S208266","2012"," "," "," "," "," ",
"S208267","2012"," "," "," "," "," ",
"S208269","2012"," "," "," "," "," ",
"S208270","2012"," "," "," "," "," ",
"S208271","2012"," "," "," "," "," ",
"S208272","2012","Advanced Testing Laboratory"," ","1500","Research,Scientific"," ",30-NOV-12
"S208273","2012"," "," "," "," "," ",
"S208274","2012"," "," "," "," "," ",
"S208275","2012"," "," "," "," "," ",
"S208276","2012"," "," "," "," "," ",
"S208277","2012","Fulbright","Fellow","1610","Other"," ",26-NOV-12
"S208279","2012"," "," "," "," "," ",
"S208280","2012"," "," "," "," "," ",
"S208281","2012"," "," "," "," "," ",
"S208282","2012"," "," "," "," "," ",
"S208283","2012"," "," "," "," "," ",
"S208285","2012"," "," "," "," "," ",
"S208286","2012"," "," "," "," "," ",
"S208287","2012"," "," "," "," "," ",
"S208288","2012"," "," "," "," "," ",
"S208290","2012"," "," "," "," "," ",
"S208291","2012","Fulbright","Fellow","1610","Other"," ",26-NOV-12
"S208292","2012"," "," "," "," "," ",
"S208293","2012"," "," "," "," "," ",
"S208294","2012"," "," "," "," "," ",
"S208295","2012","Northwestern Memorial Faculty","Patient Access Representative","1250","Health Care","IL",24-AUG-12
"S208296","2012"," "," "," "," "," ",
"S208297","2012"," "," "," "," "," ",
"S208298","2012"," "," "," "," "," ",
"S208299","2012"," "," "," "," "," ",
"S208300","2012"," "," "," "," "," ",
"S208301","2012"," "," "," "," "," ",
"S208302","2012"," "," "," "," "," ",
"S208303","2012"," "," "," "," "," ",
"S208304","2012"," "," "," "," "," ",
"S208305","2012","W. W. Norton & Company","Editorial Support for the Norton","1460","Publishing","NY",25-SEP-12
"S208306","2012"," "," "," "," "," ",
"S208307","2012"," "," "," "," "," ",
"S208308","2012"," "," "," "," "," ",
"S208309","2012"," "," "," "," "," ",
"S208310","2012","INPIRG-Indiana University","Campus Organizer","1610","Other"," ",15-NOV-12
"S208311","2012","Peace Corps","Environmental Educator","1610","Other"," ",12-OCT-12
"S208312","2012"," "," "," "," "," ",
"S208314","2012"," "," "," "," "," ",
"S208315","2012"," "," "," "," "," ",
"S208316","2012"," "," "," "," "," ",
"S208317","2012","MATCH Middle School","MATCH Corps Tutor","1140","Education (Secondary)","MA",23-AUG-12
"S208318","2012"," "," "," "," "," ",
"S208320","2012"," "," "," "," "," ",
"S208321","2012"," "," "," "," "," ",
"S208322","2012"," "," "," "," "," ",
"S208323","2012"," "," "," "," "," ",
"S208324","2012"," "," "," "," "," ",
"S208325","2012"," "," "," "," "," ",
"S208327","2012"," "," "," "," "," ",
"S208329","2012"," "," "," "," "," ",
"S208330","2012"," "," "," "," "," ",
"S208331","2012"," "," "," "," "," ",
"S208332","2012"," "," "," "," "," ",
"S208334","2012"," "," "," "," "," ",
"S208335","2012","Fulbright","Fellow","1610","Other"," ",26-NOV-12
"S208336","2012"," "," "," "," "," ",
"S208337","2012"," "," "," "," "," ",
"S208338","2012"," "," "," "," "," ",
"S208339","2012"," "," "," "," "," ",
"S208340","2012"," "," "," "," "," ",
"S208341","2012"," "," "," "," "," ",
"S208343","2012"," "," "," "," "," ",
"S208344","2012"," "," "," "," "," ",
"S208345","2012"," "," "," "," "," ",
"S208346","2012"," "," "," "," "," ",
"S208347","2012"," "," "," "," "," ",
"S208348","2012"," "," "," "," "," ",
"S208349","2012"," "," "," "," "," ",
"S208350","2012"," "," "," "," "," ",
"S208351","2012"," "," "," "," "," ",
"S208353","2012"," "," "," "," "," ",
"S208355","2012"," "," "," "," "," ",
"S208358","2012"," "," "," "," "," ",
"S208359","2012"," "," "," "," "," ",
"S208360","2012"," "," "," "," "," ",
"S208362","2012"," "," "," "," "," ",
"S208363","2012"," "," "," "," "," ",
"S208364","2012"," "," "," "," "," ",
"S208365","2012"," "," "," "," "," ",
"S208366","2012"," "," "," "," "," ",
"S208369","2012"," "," "," "," "," ",
"S208370","2012"," "," "," "," "," ",
"S208372","2012"," "," "," "," "," ",
"S208373","2012","Refugee Family Services"," ","1610","Other"," ",12-NOV-12
"S208374","2012"," "," "," "," "," ",
"S208375","2012"," "," "," "," "," ",
"S208376","2012"," "," "," "," "," ",
"S208377","2012"," "," "," "," "," ",
"S208378","2012","Self Employed","Photographer","1440","Photography"," ",19-SEP-12
"S208379","2012"," "," "," "," "," ",
"S208382","2012"," "," "," "," "," ",
"S208383","2012","Fulbright","Fellow","1610","Other"," ",26-NOV-12
"S208384","2012"," "," "," "," "," ",
"S208386","2012"," "," "," "," "," ",
"S208387","2012"," "," "," "," "," ",
"S208389","2012"," "," "," "," "," ",
"S208390","2012"," "," "," "," "," ",
"S208391","2012"," "," "," "," "," ",
"S208392","2012"," "," "," "," "," ",
"S208394","2012"," "," "," "," "," ",
"S208397","2012"," "," "," "," "," ",
"S208398","2012"," "," "," "," "," ",
"S208400","2012","Fulbright","Fellow","1610","Other"," ",26-NOV-12
"S208401","2012"," "," "," "," "," ",
"S208402","2012","Fulbright","Fellow","1610","Other"," ",26-NOV-12
"S208403","2012"," "," "," "," "," ",
"S208404","2012"," "," "," "," "," ",
"S208406","2012"," "," "," "," "," ",
"S208407","2012"," "," "," "," "," ",
